HS Code,Description,CD,SD,VAT,RD,ATV,AIT
01012100,Pure-bred breeding animals of horses..,5,0,0,5,0,5,16.65,
01012900,Other horses,5,0,0,5,0,5,16.65,
01013000,Asses,5,0,0,5,0,5,16.65,
01019000,LIVE HORSES;ASSES;MULES AND HINNIES;NES,5,0,0,5,0,5,16.65,
01022100,Pure-bred breeding animals of cattle,0,0,0,0,0,5,6.33,
01022900,Other cattle,0,0,0,0,0,5,6.33,
01023100,Pure-bred breeding animals of buffalo,0,0,0,0,0,5,6.33,
01023900,Other buffalo,0,0,0,0,0,5,6.33,
01029010,Other pure-bred breeding animals,0,0,0,0,0,5,6.33,
01029090,Other live bovine animal,0,0,0,0,0,5,6.33,
01031000,Live Pure-Bred Breeding Swine,5,0,0,5,0,5,16.65,
01039100,Live Swine Weighing <50kg (Excl. Pure-Bred Breeding),5,0,0,5,0,5,16.65,
01039200,Live Swine Weighing >=50kg (Excl. Pure-Bred Breeding),5,0,0,5,0,5,16.65,
01041000,Live sheep,5,0,0,5,0,5,16.65,
01042000,Live Goats,5,0,0,5,0,5,16.65,
01051110,Fowls Of The Species Gallus Domestic(Parent Stock One Day Chick),0,0,0,0,0,5,6.33,
01051190,Live Fowls Gallus;Domesticus<=185g; Excl.Parent Stock Of One Day Chick,25,0,0,5,3,5,41.11,
01051210,Live Turkeys Weighing <=185g; (Parent Stock Of One Day Chick),0,0,0,0,0,5,6.33,
01051290,Live Turkeys Weighing <=185g; (Excl.Parent Stock Of One Day Chick),25,0,0,5,3,5,41.11,
01051310,Parent stock of one day chick of ducks,0,0,0,0,0,5,6.33,
01051390,Other ducks,25,0,0,5,3,5,41.11,
01051410,Parent stock of one day chick of geese,0,0,0,0,0,5,6.33,
01051490,Other Geese,25,0,0,5,3,5,41.11,
01051510,Parent stock of one day chick of guinea  fowls,0,0,0,0,0,5,6.33,
01051590,Other fowls,25,0,0,5,3,5,41.11,
01059400,Fowls of the species Gallus domesticus,25,0,0,5,3,5,41.11,
01059900,Live Ducks; Geese; Turkeys And Guinea Fowls Weighing >185g,25,0,0,5,3,5,41.11,
01061100,MAMMALS; PRIMATES,5,0,0,5,0,5,16.65,
01061200,WHALES;DOLPHINS &...;SEALS;SEA LIONS & WALRUSES(MAMMALS OF THE SUBORDER PINNIPEDIA),5,0,0,5,0,5,16.65,
01061300,Camels and other camelids ( Camelidae),5,0,0,5,0,5,16.65,
01061400,Rabbits and hares,5,0,0,5,0,5,16.65,
01061900,MAMMALS; NES,5,0,0,5,0,5,16.65,
01062000,REPTILES (INCLUDING SNAKES AND TURTLES),5,0,0,5,0,5,16.65,
01063100,BIRDS OF PREY,5,0,0,5,0,5,16.65,
01063200,PSITTACIFORMES (INCLUDING PARROTS; PARAKEETS; MACAWS AND COCKATOOS),5,0,0,5,0,5,16.65,
01063300,Ostriches; emus ( Dromaius novaehollandiae),5,0,0,5,0,5,16.65,
01063900,OTHER BIRDS,5,0,0,5,0,5,16.65,
01064100,Bees,0,0,0,5,0,5,11.33,
01064900,Other Insects,5,0,0,5,0,5,16.65,
01069000,OTHER LIVE ANIMALS; NES,5,0,0,5,0,5,16.65,
02011010,Fresh Or Chilled Bovine Carcasses And Half Carcasses; Wrapped/Canned upto 2.5 kg,25,0,15,5,3,5,60.31,
02011090,Fresh Or Chilled Bovine Carcasses And Half Carcasses; Nes,25,0,0,5,3,5,41.11,
02012010,Fresh Or Chilled;Other Cuts Of Bovine Meat With Bone In; Wrapped/Canned upto 2.5 kg,25,0,15,5,3,5,60.31,
02012090,Fresh Or Chilled;Other Cuts Of Bovine Meat With Bone In; Nes,25,0,0,5,3,5,41.11,
02013010,Fresh Or Chilled Boneless Bovine Meat;  Wrapped/Canned upto 2.5 kg,25,0,15,5,3,5,60.31,
02013090,Fresh Or Chilled Boneless Bovine Meat; Nes,25,0,0,5,3,5,41.11,
02021010,Frozen Bovine Carcasses And Half Carcasses; Wrapped/Canned upto 2.5 kg,25,0,15,5,3,5,60.31,
02021090,Frozen Bovine Carcasses And Half Carcasses; Nes,25,0,0,5,3,5,41.11,
02022010,Frozen Other Cuts Of Bovine Meat With Bone In; Wrapped/Canned upto 2.5 kg,25,0,15,5,3,5,60.31,
02022090,Frozen; Other Cuts Of Bovin Meat With Bone In; Nes,25,0,0,5,3,5,41.11,
02023010,Frozen Boneless Bovine Meat;  Wrapped/Canned upto 2.5 kg,25,0,15,5,3,5,60.31,
02023090,Frozen Boneless Bovine Meat; Nes,25,0,0,5,3,5,41.11,
02031110,Fresh Or Chilled Swine Carcasses And Half Carcasses; Wrapped/Canned upto 2.5 kg,25,0,15,5,3,5,60.31,
02031190,Fresh Or Chilled Swine Carcasses And Half Carcasses; Nes,25,0,0,5,3,5,41.11,
02031210,Fresh Or Chilled Hams;Shoulders&Cuts Thereof;With Bone In; Wrapped/Canned upto 2.5 kg,25,0,15,5,3,5,60.31,
02031290,Fresh/Chilled Hams;Shoulders & Cuts Thereof;With Bone In; Nes,25,0,0,5,3,5,41.11,
02031910,Fresh Or Chilled Swine Meat; Nes;  Wrapped/Canned upto 2.5 kg,25,0,15,5,3,5,60.31,
02031990,Fresh Or Chilled Swine Meat; Nes,25,0,0,5,3,5,41.11,
02032110,Frozen Swine Carcasses And Half Carcasses;  Wrapped/Canned upto 2.5 kg,25,0,15,5,3,5,60.31,
02032190,Frozen Swine Carcasses And Half Carcasses; Nes,25,0,0,5,3,5,41.11,
02032210,Frozen Hams;Shoulders & Cuts Thereof;With Bone In; Wrapped/Canned upto 2.5 kg,25,0,15,5,3,5,60.31,
02032290,Frozen Hams;Shoulders & Cuts Thereof Of Swine;With Bone In; Nes,25,0,0,5,3,5,41.11,
